Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
266,3,9.1,79.0,0.2,1689.0,5.6,0.0,0.0,0.0
161,4,8.5,83.0,1.2,1577.0,5.7,0.0,0.0,0.0
193,5,7.8,85.0,0.9,1542.0,5.4,0.0,0.0,0.0
450,6,7.5,86.0,1.3,1301.0,5.3,0.0,0.0,0.0
1251,7,7.3,85.0,1.4,1039.0,4.9,0.0,0.0,0.0
2070,8,7.9,76.0,1.2,1290.0,3.9,0.25,0.0,0.0
1168,9,10.3,64.0,1.0,1544.0,3.7,0.91,0.0,0.0
779,10,13.4,53.0,1.1,1768.0,4.0,1.53,0.0,0.0
956,11,16.4,43.0,0.7,1713.0,3.7,1.96,0.0,0.0
1188,12,18.2,37.0,1.4,1861.0,3.2,2.25,0.0,0.0
1154,13,19.4,32.0,1.1,1787.0,2.2,2.31,0.0,0.0
1192,14,20.6,31.0,1.4,1562.0,2.8,1.7,0.0,0.0
1275,15,20.6,32.0,1.4,1651.0,3.3,1.4,0.0,0.0
1528,16,20.4,32.0,0.9,1720.0,3.1,0.84,0.0,0.0
1961,17,19.2,36.0,0.7,1643.0,3.7,0.38,0.0,0.0
2632,18,17.3,39.0,1.3,1641.0,3.1,0.03,0.0,0.0
1968,19,16.4,47.0,1.0,1694.0,5.0,0.0,0.0,0.0
1596,20,15.3,50.0,0.5,1647.0,4.9,0.0,0.0,0.0
1513,21,14.5,50.0,0.7,1741.0,4.1,0.0,0.0,0.0
1316,22,13.6,56.0,1.0,1611.0,4.9,0.0,0.0,0.0
919,23,12.5,59.0,0.8,1602.0,4.6,0.0,0.0,0.0
584,0,5.7,62.0,2.3,1909.0,-1.0,0.0,0.0,0.0
524,1,5.1,65.0,1.6,1932.0,-0.9,0.0,0.0,0.0
362,2,4.4,64.0,1.4,2000.0,-1.8,0.0,0.0,0.0
242,3,4.2,65.0,0.7,1962.0,-1.8,0.0,0.0,0.0
147,4,3.6,70.0,0.8,1934.0,-1.3,0.0,0.0,0.0
154,5,3.3,72.0,0.0,1946.0,-1.2,0.0,0.0,0.0
433,6,2.9,75.0,0.2,1761.0,-1.1,0.0,0.0,0.0
1055,7,2.5,75.0,0.5,1763.0,-1.4,0.0,0.0,0.0
1899,8,2.8,74.0,0.9,1366.0,-1.3,0.13,0.0,0.0
1011,9,4.7,60.0,0.9,1219.0,-2.4,0.82,0.0,0.0
696,10,8.1,51.0,0.7,1100.0,-1.4,1.38,0.0,0.0
852,11,11.1,46.0,1.6,1518.0,-0.1,1.84,0.0,0.0
926,12,12.6,36.0,2.6,1785.0,-2.1,2.14,0.0,0.0
968,13,13.6,32.0,1.8,1814.0,-2.8,2.22,0.0,0.0
1040,14,14.9,31.0,2.5,1872.0,-2.1,2.06,0.0,0.0
1094,15,14.8,30.0,2.7,1990.0,-2.6,1.71,0.0,0.0
1206,16,14.7,32.0,2.0,1934.0,-1.8,1.13,0.0,0.0
1569,17,13.7,37.0,1.4,2000.0,-0.7,0.49,0.0,0.0
2254,18,11.8,43.0,1.3,1995.0,-0.3,0.03,0.0,0.0
1561,19,10.5,49.0,1.2,1965.0,0.2,0.0,0.0,0.0
1269,20,9.9,53.0,1.7,1868.0,0.7,0.0,0.0,0.0
1197,21,9.3,54.0,1.1,1975.0,0.4,0.0,0.0,0.0
1115,22,8.3,61.0,0.2,1809.0,1.2,0.0,0.0,0.0
806,23,7.8,63.0,0.4,1547.0,1.1,0.0,0.0,0.0
754,0,11.3,77.0,0.9,433.0,7.4,0.0,0.0,0.0
679,1,11.2,78.0,1.1,467.0,7.4,0.0,0.0,0.0
568,2,10.7,80.0,0.6,409.0,7.3,0.0,0.0,0.0
372,3,10.3,81.0,0.7,361.0,7.1,0.0,0.0,0.0
223,4,9.5,87.0,0.6,266.0,7.4,0.0,0.0,0.0
137,5,9.4,87.0,0.8,279.0,7.3,0.0,0.0,0.0
167,6,9.5,85.0,0.6,304.0,7.0,0.0,0.0,0.0
309,7,9.5,86.0,0.6,293.0,7.2,0.0,0.0,0.0
589,8,9.3,85.0,0.3,313.0,6.9,0.07,0.0,0.0
628,9,10.1,77.0,0.0,350.0,6.2,0.45,0.0,0.0
699,10,12.2,73.0,1.9,374.0,7.4,0.92,0.0,0.0
768,11,13.8,63.0,2.2,416.0,6.8,1.32,0.0,0.0
1034,12,15.1,54.0,2.2,495.0,5.8,1.91,0.0,0.0
1094,13,15.9,48.0,2.7,538.0,4.8,1.87,0.0,0.0
1113,14,17.1,39.0,2.0,781.0,3.0,1.85,0.0,0.0
1229,15,16.6,36.0,2.5,808.0,1.4,1.45,0.0,0.0
1263,16,16.0,37.0,1.9,984.0,1.2,0.94,0.0,0.0
1379,17,14.8,47.0,1.3,787.0,3.5,0.35,0.0,0.0
1226,18,13.2,57.0,2.2,618.0,4.8,0.01,0.0,0.0
957,19,12.1,67.0,1.5,430.0,6.1,0.0,0.0,0.0
877,20,11.3,74.0,1.2,350.0,6.8,0.0,0.0,0.0
847,21,10.8,78.0,1.0,303.0,7.1,0.0,0.0,0.0
885,22,10.6,81.0,1.2,281.0,7.4,0.0,0.0,0.0
676,23,10.3,84.0,1.3,250.0,7.7,0.0,0.0,0.0
610,0,7.7,67.0,0.4,1102.0,1.9,0.0,0.0,0.0
489,1,7.3,64.0,0.3,1150.0,0.9,0.0,0.0,0.0
313,2,7.1,68.0,0.6,1082.0,1.5,0.0,0.0,0.0
219,3,6.5,75.0,1.1,970.0,2.3,0.0,0.0,0.0
154,4,6.1,72.0,0.5,1052.0,1.4,0.0,0.0,0.0
172,5,5.3,78.0,1.4,952.0,1.7,0.0,0.0,0.0
357,6,4.9,76.0,1.1,800.0,1.0,0.0,0.0,0.0
883,7,4.8,76.0,0.7,762.0,0.9,0.0,0.0,0.0
1686,8,5.3,75.0,1.0,808.0,1.2,0.1,0.0,0.0
1300,9,6.8,64.0,1.0,949.0,0.4,0.5,0.0,0.0
782,10,8.6,57.0,0.6,1102.0,0.5,0.77,0.0,0.0
770,11,11.1,47.0,1.2,1047.0,0.1,1.48,0.0,0.0
942,12,13.8,43.0,0.9,987.0,1.4,1.61,0.0,0.0
883,13,15.1,37.0,1.9,990.0,0.4,1.74,0.0,0.0
899,14,15.1,33.0,1.5,1045.0,-1.0,1.31,0.0,0.0
971,15,16.1,30.0,1.0,1125.0,-1.5,1.06,0.0,0.0
1123,16,15.4,34.0,1.4,1016.0,-0.4,0.68,0.0,0.0
1416,17,13.7,38.0,1.4,884.0,-0.3,0.29,0.0,0.0
2034,18,12.1,46.0,1.4,799.0,0.8,0.01,0.0,0.0
1448,19,11.2,46.0,1.4,869.0,0.0,0.0,0.0,0.0
1146,20,9.5,49.0,1.3,918.0,-0.7,0.0,0.0,0.0
1123,21,9.6,52.0,1.3,906.0,0.2,0.0,0.0,0.0
1061,22,8.7,53.0,0.4,764.0,-0.3,0.0,0.0,0.0
721,23,8.1,57.0,0.7,752.0,0.0,0.0,0.0,0.0
443,0,3.1,42.0,3.4,1995.0,-8.5,0.0,0.0,0.0
382,1,2.1,39.0,3.2,1299.0,-10.4,0.0,0.0,0.0
271,2,1.3,44.0,1.9,2000.0,-9.6,0.0,0.0,0.0
164,3,0.6,42.0,1.1,2000.0,-10.8,0.0,0.0,0.0
121,4,0.5,39.0,1.6,2000.0,-11.8,0.0,0.0,0.0
133,5,-0.4,39.0,0.8,2000.0,-12.6,0.0,0.0,0.0
332,6,-1.0,41.0,0.7,2000.0,-12.6,0.0,0.0,0.0
848,7,-1.0,43.0,1.8,2000.0,-12.0,0.0,0.0,0.0
1671,8,-1.2,33.0,0.5,2000.0,-15.4,0.04,0.0,0.0
883,9,0.2,28.0,1.9,1932.0,-16.2,0.57,0.0,0.0
603,10,2.9,22.0,2.0,1989.0,-16.7,1.18,0.0,0.0
644,11,5.1,21.0,3.2,1965.0,-15.4,1.63,0.0,0.0
717,12,5.9,23.0,2.8,1985.0,-13.7,1.88,0.0,0.0
678,13,6.5,26.0,2.4,1974.0,-11.6,1.84,0.0,0.0
692,14,6.7,27.0,3.1,1976.0,-11.0,1.66,0.0,0.0
716,15,6.9,31.0,2.9,1982.0,-9.1,1.21,0.0,0.0
759,16,5.9,34.0,2.9,1985.0,-8.7,0.55,0.0,0.0
1101,17,4.9,41.0,3.3,1985.0,-7.2,0.25,0.0,0.0
1591,18,4.1,46.0,2.7,2000.0,-6.5,0.01,0.0,0.0
1032,19,3.6,48.0,2.6,2000.0,-6.4,0.0,0.0,0.0
777,20,3.1,42.0,2.4,2000.0,-8.5,0.0,0.0,0.0
759,21,2.2,28.0,3.2,2000.0,-14.4,0.0,0.0,0.0
691,22,1.1,33.0,2.5,2000.0,-13.4,0.0,0.0,0.0
488,23,0.4,37.0,2.9,2000.0,-12.6,0.0,0.0,0.0
517,0,2.2,30.0,0.7,1879.0,-13.6,0.0,0.0,0.0
485,1,1.9,32.0,1.4,1999.0,-13.0,0.0,0.0,0.0
319,2,2.1,28.0,0.4,1981.0,-14.5,0.0,0.0,0.0
195,3,1.9,33.0,0.9,1994.0,-12.7,0.0,0.0,0.0
107,4,2.1,33.0,0.5,1981.0,-12.5,0.0,0.0,0.0
126,5,1.8,34.0,0.9,1990.0,-12.4,0.0,0.0,0.0
328,6,1.1,39.0,1.3,1857.0,-11.3,0.0,0.0,0.0
800,7,0.8,41.0,0.6,1298.0,-10.9,0.0,0.0,0.0
1635,8,0.8,44.0,1.7,1439.0,-10.0,0.02,0.0,0.0
825,9,1.8,37.0,0.9,1310.0,-11.3,0.31,0.0,0.0
595,10,3.9,28.0,0.6,1627.0,-12.9,0.49,0.0,0.0
623,11,5.2,26.0,0.5,1471.0,-12.7,0.64,0.0,0.0
661,12,5.6,27.0,0.3,1522.0,-11.9,0.34,0.0,0.0
645,13,5.3,26.0,2.1,1604.0,-12.7,0.21,0.0,0.0
668,14,6.0,27.0,0.6,1452.0,-11.6,0.34,0.0,0.0
652,15,6.5,32.0,2.6,1321.0,-9.0,0.35,0.0,0.0
748,16,5.8,39.0,2.6,1489.0,-7.1,0.1,0.0,0.0
996,17,5.8,38.0,1.3,1674.0,-7.4,0.01,0.0,0.0
1577,18,0.0,46.0,0.9,1566.0,-4.8,0.0,0.0,0.0
1026,19,5.2,48.0,1.9,1590.0,-4.9,0.0,0.0,0.0
818,20,4.1,54.0,1.3,1434.0,-4.3,0.0,0.0,0.0
792,21,3.8,55.0,2.1,1231.0,-4.4,0.0,0.0,0.0
726,22,3.0,59.0,1.1,1218.0,-4.2,0.0,0.0,0.0
559,23,2.6,56.0,1.9,1394.0,-5.3,0.0,0.0,0.0
